Date,ER,DD,dflows,LER,dLER,dPoil,dDate,match,dflows2
01-01-16,72.9299,0.291586094,-0.000904615,4.289498706,4.793457135,-1.652482408,5,5685,-0.000904615
15-01-16,76.523,0.308880584,-0.000686816,4.337591349,4.809264342,-23.85581147,7,5692,-0.000686816
20-01-16,78.4862,0.31338732,-0.005222685,4.362922813,2.533146392,-5.268121966,4,5696,-0.005222685
25-01-16,80.5714,0.318431423,0.010066,4.389143748,2.622093468,10.73322547,5,5701,0.010066
01-02-16,75.1723,0.298124027,-0.013481667,4.319782812,-6.93609358,8.432666453,5,5706,-0.013481667
05-02-16,76.4609,0.311453046,0.002228027,4.336779499,1.699668703,-1.153275301,5,5711,0.002228027
10-02-16,78.6805,0.304172193,-0.003982192,4.365395348,2.86158493,-8.302333581,5,5716,-0.003982192
15-02-16,79.4951,0.308528846,0.004476871,4.375695385,1.030003618,5.328136661,5,5721,0.004476871
20-02-16,76.3657,0.295969151,-0.007600339,4.335533642,-4.016174206,4.308358614,4,5725,-0.007600339
25-02-16,76.3928,0.300494157,0.004127209,4.335888451,0.035480841,-5.256233009,5,5730,0.004127209
01-03-16,75.8994,0.291352009,0.002212202,4.329408779,-0.647967166,13.13066976,5,5735,0.002212202
05-03-16,73.1854,0.288136115,-0.002481609,4.292995948,-3.641283171,-0.474397429,5,5740,-0.002481609
10-03-16,72.3775,0.288083692,0.000673297,4.281895478,-1.110046991,11.88081511,5,5745,0.000673297
15-03-16,70.1542,0.279262281,-0.002839435,4.250695676,-3.119980115,-5.619455834,7,5752,-0.002839435
20-03-16,68.4026,0.274888027,0.000104675,4.225410836,-2.528484086,3.18061717,4,5756,0.000104675
25-03-16,68.9328,0.273581005,0.000957456,4.233132117,0.772128139,-2.473715418,5,5761,0.000957456
01-04-16,67.8552,0.270557649,0.001287008,4.217376023,-1.5756094,-4.209465373,5,5766,0.001287008
05-04-16,68.6753,0.273886847,-0.002463124,4.2293896,1.201357738,-1.923136193,5,5771,-0.002463124
10-04-16,67.4662,0.27170388,0.0103115,4.211626732,-1.776286865,3.005690743,5,5776,0.0103115
15-04-16,66.4954,0.266350634,-0.006409065,4.197132772,-1.449395939,14.67013527,6,5782,-0.006409065
20-04-16,65.6474,0.274072047,-0.00493255,4.184297996,-1.283477633,0,4,5786,-0.00493255
25-04-16,66.2198,0.269332063,0.000107539,4.192979512,0.868151587,2.184245935,5,5791,0.000107539
01-05-16,64.3334,0.258767091,0.004959764,4.164078937,-2.890057537,3.640013333,5,5796,0.004959764
05-05-16,66.1718,0.264345199,-0.00413234,4.19225439,2.817545381,-5.684886423,5,5801,-0.00413234
10-05-16,66.1928,0.26931767,-0.003894176,4.192571696,0.031730538,-1.520319307,5,5806,-0.003894176
15-05-16,64.9306,0.261500972,0.004532964,4.173319007,-1.92526885,9.009014282,7,5813,0.004532964
20-05-16,66.211,0.261414929,-0.004796273,4.192846612,1.952760508,1.2414543,4,5817,-0.004796273
25-05-16,67.0493,0.268384052,0.004084464,4.20542817,1.258155742,2.955260647,5,5822,0.004084464
01-06-16,65.9962,0.260445547,0.004566619,4.189597165,-1.583100509,1.719944118,5,5827,0.004566619
